,Open,Low,High,Close,DayOfWeek
2014-07-14,31350.0,31220.0,31350.0,31230.0,Monday
2014-07-15,31200.0,31110.0,31230.0,31170.0,Tuesday
2014-07-16,31180.0,31170.0,31470.0,31360.0,Wednesday
2014-07-17,31390.0,31330.0,31430.0,31430.0,Thursday
2014-07-18,31440.0,31430.0,31640.0,31560.0,Friday
2014-07-19,31580.0,31300.0,31580.0,31340.0,Saturday
2014-07-20,31300.0,31210.0,31370.0,31310.0,Sunday
2014-07-21,31280.0,31270.0,31370.0,31330.0,Monday
2014-07-22,31320.0,31270.0,31350.0,31330.0,Tuesday
2014-07-23,31280.0,31240.0,31360.0,31330.0,Wednesday
2014-07-24,31340.0,31320.0,31410.0,31390.0,Thursday
2014-07-25,31370.0,31360.0,31390.0,31380.0,Friday
2014-07-26,31390.0,31350.0,31410.0,31390.0,Saturday
2014-07-27,31380.0,31320.0,31410.0,31370.0,Sunday
2014-07-28,31350.0,31250.0,31370.0,31290.0,Monday
2014-07-29,31310.0,31260.0,31310.0,31260.0,Tuesday
2014-07-30,31250.0,31230.0,31250.0,31240.0,Wednesday
2014-07-31,31250.0,31200.0,31250.0,31230.0,Thursday
2014-08-01,31250.0,31200.0,31250.0,31230.0,Friday
2014-08-02,31200.0,31200.0,31300.0,31290.0,Saturday
2014-08-03,31330.0,31290.0,31400.0,31400.0,Sunday
2014-08-04,31390.0,31380.0,31490.0,31420.0,Monday
2014-08-05,31410.0,31370.0,31450.0,31400.0,Tuesday
2014-08-06,31380.0,31340.0,31410.0,31400.0,Wednesday
2014-08-07,31350.0,31320.0,31370.0,31320.0,Thursday
2014-08-08,31310.0,31310.0,31350.0,31320.0,Friday
2014-08-09,31310.0,31260.0,31340.0,31300.0,Saturday
2014-08-10,31290.0,31200.0,31300.0,31220.0,Sunday
2014-08-11,31190.0,31170.0,31290.0,31250.0,Monday
2014-08-12,31260.0,31190.0,31280.0,31190.0,Tuesday
2014-08-13,31210.0,31200.0,31270.0,31270.0,Wednesday
2014-08-14,31230.0,31170.0,31230.0,31180.0,Thursday
2014-08-15,31170.0,31170.0,31190.0,31190.0,Friday
2014-08-16,31180.0,31090.0,31200.0,31090.0,Saturday
2014-08-17,31080.0,31000.0,31090.0,31020.0,Sunday
2014-08-18,31010.0,30960.0,31070.0,31070.0,Monday
2014-08-19,31060.0,31030.0,31150.0,31050.0,Tuesday
2014-08-20,31040.0,30910.0,31090.0,30930.0,Wednesday
2014-08-21,30940.0,30900.0,30960.0,30920.0,Thursday
2014-08-22,30910.0,30890.0,30920.0,30910.0,Friday
2014-08-23,30920.0,30910.0,31230.0,31210.0,Saturday
2014-08-24,31190.0,31130.0,31330.0,31160.0,Sunday
2014-08-25,31150.0,31120.0,31350.0,31330.0,Monday
2014-08-26,31310.0,31210.0,31330.0,31270.0,Tuesday
2014-08-27,31280.0,31220.0,31300.0,31300.0,Wednesday
2014-08-28,31310.0,31250.0,31330.0,31300.0,Thursday
2014-08-29,31310.0,31300.0,31420.0,31420.0,Friday
2014-08-30,31410.0,31410.0,31680.0,31590.0,Saturday
2014-08-31,31580.0,31480.0,31590.0,31500.0,Sunday
2014-09-01,31470.0,31390.0,31500.0,31480.0,Monday
2014-09-02,31470.0,31470.0,31750.0,31730.0,Tuesday
2014-09-03,31750.0,31670.0,31860.0,31720.0,Wednesday
2014-09-04,31690.0,31650.0,31850.0,31810.0,Thursday
2014-09-05,31830.0,31720.0,31850.0,31740.0,Friday
2014-09-06,31720.0,31540.0,31760.0,31570.0,Saturday
2014-09-07,31550.0,31510.0,31690.0,31680.0,Sunday
2014-09-08,31690.0,31670.0,31980.0,31980.0,Monday
2014-09-09,32020.0,31740.0,32030.0,31750.0,Tuesday
2014-09-10,31760.0,31680.0,31860.0,31790.0,Wednesday
2014-09-11,31800.0,31780.0,31860.0,31840.0,Thursday
2014-09-12,31830.0,31830.0,31870.0,31860.0,Friday
2014-09-13,31870.0,31740.0,31940.0,31760.0,Saturday
2014-09-14,31750.0,31730.0,31930.0,31910.0,Sunday
2014-09-15,31920.0,31850.0,32010.0,31980.0,Monday
2014-09-16,32000.0,31870.0,32090.0,31920.0,Tuesday
2014-09-17,31930.0,31910.0,32180.0,32140.0,Wednesday
2014-09-18,32130.0,31960.0,32160.0,32010.0,Thursday
2014-09-19,32000.0,31970.0,32010.0,31990.0,Friday
2014-09-20,31980.0,31780.0,32000.0,31780.0,Saturday
2014-09-21,31790.0,31670.0,31830.0,31670.0,Sunday
2014-09-22,31790.0,31670.0,31830.0,31670.0,Monday
2014-09-23,31770.0,31760.0,31930.0,31880.0,Tuesday
2014-09-24,31910.0,31900.0,32060.0,31940.0,Wednesday
2014-09-25,31910.0,31910.0,32020.0,32000.0,Thursday
2014-09-26,32010.0,31940.0,32010.0,32000.0,Friday
2014-09-27,32010.0,32010.0,32480.0,32480.0,Saturday
2014-09-28,32550.0,32460.0,32680.0,32640.0,Sunday
2014-09-29,32610.0,32350.0,32610.0,32350.0,Monday
2014-09-30,32320.0,32230.0,32460.0,32410.0,Tuesday
2014-10-01,32470.0,32420.0,32570.0,32430.0,Wednesday
2014-10-02,32460.0,32310.0,32460.0,32400.0,Thursday
2014-10-03,32390.0,32380.0,32440.0,32430.0,Friday
2014-10-04,32400.0,32350.0,32440.0,32410.0,Saturday
2014-10-05,32400.0,32290.0,32400.0,32310.0,Sunday
2014-10-06,32360.0,32250.0,32360.0,32310.0,Monday
2014-10-07,32300.0,32300.0,32450.0,32390.0,Tuesday
2014-10-08,32420.0,32350.0,32420.0,32370.0,Wednesday
2014-10-09,32410.0,32410.0,32510.0,32480.0,Thursday
2014-10-10,32500.0,32470.0,32510.0,32500.0,Friday
2014-10-11,32560.0,32410.0,32610.0,32430.0,Saturday
2014-10-12,32450.0,32390.0,32510.0,32500.0,Sunday
2014-10-13,32510.0,32480.0,32530.0,32520.0,Monday
2014-10-14,32510.0,32400.0,32550.0,32530.0,Tuesday
2014-10-15,32550.0,32440.0,32570.0,32440.0,Wednesday
2014-10-16,32450.0,32440.0,32560.0,32500.0,Thursday
2014-10-17,32470.0,32460.0,32510.0,32460.0,Friday
2014-10-18,32480.0,32350.0,32500.0,32380.0,Saturday
2014-10-19,32370.0,32310.0,32390.0,32340.0,Sunday
2014-10-20,32360.0,32180.0,32360.0,32190.0,Monday
2014-10-21,32240.0,32200.0,32300.0,32280.0,Tuesday
2014-10-22,32290.0,32220.0,32320.0,32220.0,Wednesday
2014-10-23,32250.0,32220.0,32280.0,32280.0,Thursday
2014-10-24,32290.0,32260.0,32310.0,32270.0,Friday
2014-10-25,32260.0,32090.0,32270.0,32100.0,Saturday
2014-10-26,32110.0,32080.0,32190.0,32170.0,Sunday
2014-10-27,32220.0,32210.0,32370.0,32360.0,Monday
2014-10-28,32370.0,32280.0,32450.0,32450.0,Tuesday
2014-10-29,32420.0,32340.0,32430.0,32390.0,Wednesday
2014-10-30,32380.0,32360.0,32450.0,32450.0,Thursday
2014-10-31,32480.0,32480.0,32530.0,32520.0,Friday
2014-11-01,32490.0,32460.0,32550.0,32460.0,Saturday
2014-11-02,32480.0,32410.0,32540.0,32530.0,Sunday
2014-11-03,32480.0,32410.0,32540.0,32530.0,Monday
2014-11-04,32480.0,32410.0,32540.0,32530.0,Tuesday
2014-11-05,32550.0,32500.0,32580.0,32550.0,Wednesday
2014-11-06,32560.0,32500.0,32580.0,32500.0,Thursday
2014-11-07,32490.0,32460.0,32510.0,32510.0,Friday
2014-11-08,32460.0,32450.0,32650.0,32570.0,Saturday
2014-11-09,32580.0,32450.0,32580.0,32480.0,Sunday
2014-11-10,32470.0,32400.0,32540.0,32540.0,Monday
2014-11-11,32500.0,32470.0,32590.0,32580.0,Tuesday
2014-11-12,32560.0,32500.0,32600.0,32580.0,Wednesday
2014-11-13,32570.0,32550.0,32600.0,32560.0,Thursday
2014-11-14,32580.0,32550.0,32580.0,32550.0,Friday
2014-11-15,32540.0,32400.0,32550.0,32440.0,Saturday
2014-11-16,32460.0,32400.0,32470.0,32470.0,Sunday
2014-11-17,32450.0,32440.0,32470.0,32460.0,Monday
2014-11-18,32440.0,32440.0,32580.0,32560.0,Tuesday
2014-11-19,32560.0,32460.0,32560.0,32500.0,Wednesday
2014-11-20,32510.0,32480.0,32530.0,32530.0,Thursday
2014-11-21,32540.0,32480.0,32540.0,32490.0,Friday
2014-11-22,32480.0,32370.0,32490.0,32370.0,Saturday
2014-11-23,32360.0,32320.0,32460.0,32400.0,Sunday
2014-11-24,32420.0,32410.0,32650.0,32560.0,Monday
2014-11-25,32570.0,32520.0,32620.0,32620.0,Tuesday
2014-11-26,32630.0,32630.0,32950.0,32900.0,Wednesday
2014-11-27,32910.0,32910.0,33210.0,33190.0,Thursday
2014-11-28,33210.0,33200.0,33260.0,33250.0,Friday
2014-11-29,33260.0,33260.0,34310.0,34210.0,Saturday
2014-11-30,34180.0,34000.0,35300.0,34610.0,Sunday
2014-12-01,34600.0,33580.0,34600.0,33670.0,Monday
2014-12-02,33680.0,33370.0,33840.0,33580.0,Tuesday
2014-12-03,33560.0,33550.0,33770.0,33670.0,Wednesday
2014-12-04,33660.0,33590.0,33720.0,33700.0,Thursday
2014-12-05,33690.0,33680.0,33700.0,33680.0,Friday
2014-12-06,33630.0,33370.0,33690.0,33430.0,Saturday
2014-12-07,33500.0,33470.0,34170.0,34160.0,Sunday
2014-12-08,34320.0,34090.0,34640.0,34250.0,Monday
2014-12-09,34210.0,33990.0,34280.0,34010.0,Tuesday
2014-12-10,33990.0,33920.0,34210.0,34190.0,Wednesday
2014-12-11,34180.0,34140.0,34310.0,34220.0,Thursday
2014-12-12,34230.0,34220.0,34260.0,34260.0,Friday
2014-12-13,34270.0,34240.0,34280.0,34240.0,Saturday
2014-12-14,34230.0,34210.0,34930.0,34900.0,Sunday
2014-12-15,34920.0,34000.0,35010.0,34100.0,Monday
2014-12-16,34110.0,33800.0,34830.0,34800.0,Tuesday
2014-12-17,34750.0,34750.0,35100.0,34930.0,Wednesday
2014-12-18,34910.0,34910.0,35140.0,35000.0,Thursday
2014-12-19,35010.0,34940.0,35050.0,34940.0,Friday
2014-12-20,34960.0,34860.0,35230.0,35100.0,Saturday
2014-12-21,35130.0,35060.0,35130.0,35070.0,Sunday
2014-12-22,35110.0,35110.0,35600.0,35530.0,Monday
2014-12-23,35580.0,35550.0,35610.0,35560.0,Tuesday
2014-12-24,35630.0,35300.0,35870.0,35730.0,Wednesday
2014-12-25,35680.0,35500.0,35720.0,35590.0,Thursday
2014-12-26,35580.0,35390.0,35580.0,35390.0,Friday
2014-12-27,35380.0,35380.0,35650.0,35580.0,Saturday
2014-12-28,35560.0,35480.0,35740.0,35530.0,Sunday
2014-12-29,35590.0,35440.0,35640.0,35490.0,Monday
2014-12-30,35500.0,35120.0,35560.0,35210.0,Tuesday
2014-12-31,35200.0,34920.0,35200.0,35010.0,Wednesday
2015-01-01,35000.0,34950.0,35030.0,35010.0,Thursday
2015-01-02,35000.0,34950.0,35000.0,34960.0,Friday
2015-01-03,34930.0,34770.0,35100.0,35090.0,Saturday
2015-01-04,35080.0,35080.0,35440.0,35210.0,Sunday
2015-01-05,35220.0,35060.0,35330.0,35120.0,Monday
2015-01-06,35140.0,35130.0,35260.0,35240.0,Tuesday
2015-01-07,35260.0,35110.0,35260.0,35130.0,Wednesday
2015-01-08,35140.0,35000.0,35140.0,35000.0,Thursday
2015-01-09,35020.0,34960.0,35020.0,34970.0,Friday
2015-01-10,34980.0,34880.0,35090.0,34940.0,Saturday
2015-01-11,34930.0,34830.0,34960.0,34860.0,Sunday
2015-01-12,34850.0,34660.0,34860.0,34700.0,Monday
2015-01-13,34690.0,34460.0,34690.0,34500.0,Tuesday
2015-01-14,34490.0,34380.0,34570.0,34520.0,Wednesday
2015-01-15,34530.0,34500.0,34580.0,34500.0,Thursday
2015-01-16,34490.0,34430.0,34490.0,34450.0,Friday
2015-01-17,34440.0,34380.0,34500.0,34460.0,Saturday
2015-01-18,34490.0,34490.0,34700.0,34670.0,Sunday
2015-01-19,34720.0,34720.0,35210.0,35140.0,Monday
2015-01-20,35110.0,34680.0,35110.0,34740.0,Tuesday
2015-01-21,34620.0,34420.0,34680.0,34610.0,Wednesday
2015-01-22,34660.0,34540.0,34660.0,34570.0,Thursday
2015-01-23,34660.0,34540.0,34660.0,34570.0,Friday
2015-01-24,34600.0,34430.0,34600.0,34430.0,Saturday
2015-01-25,34480.0,34480.0,34700.0,34650.0,Sunday
2015-01-26,34640.0,34610.0,34900.0,34690.0,Monday
2015-01-27,34700.0,34600.0,34730.0,34600.0,Tuesday
2015-01-28,34590.0,34560.0,34670.0,34560.0,Wednesday
2015-01-29,34570.0,34530.0,34640.0,34560.0,Thursday
2015-01-30,34570.0,34530.0,34640.0,34560.0,Friday
2015-01-31,34620.0,34510.0,34620.0,34570.0,Saturday
2015-02-01,34590.0,34520.0,34620.0,34550.0,Sunday
2015-02-02,34570.0,34540.0,34580.0,34560.0,Monday
2015-02-03,34570.0,34540.0,34570.0,34560.0,Tuesday
2015-02-04,34550.0,34400.0,34560.0,34430.0,Wednesday
2015-02-05,34410.0,34270.0,34410.0,34320.0,Thursday
2015-02-06,34410.0,34270.0,34410.0,34320.0,Friday
2015-02-07,34330.0,34160.0,34330.0,34190.0,Saturday
2015-02-08,34160.0,33880.0,34160.0,34090.0,Sunday
2015-02-09,34080.0,34080.0,34370.0,34310.0,Monday
2015-02-10,34280.0,34210.0,34320.0,34300.0,Tuesday
2015-02-11,34280.0,34210.0,34320.0,34300.0,Wednesday
2015-02-12,34320.0,34250.0,34320.0,34290.0,Thursday
2015-02-13,34320.0,34250.0,34320.0,34290.0,Friday
2015-02-14,34320.0,34260.0,34350.0,34320.0,Saturday
2015-02-15,34310.0,34260.0,34320.0,34300.0,Sunday
2015-02-16,34310.0,34190.0,34310.0,34220.0,Monday
2015-02-17,34200.0,33980.0,34200.0,34020.0,Tuesday
2015-02-18,34040.0,34010.0,34150.0,34140.0,Wednesday
2015-02-19,34180.0,34120.0,34210.0,34140.0,Thursday
2015-02-20,34180.0,34120.0,34210.0,34140.0,Friday
2015-02-21,34130.0,34040.0,34150.0,34070.0,Saturday
2015-02-22,34080.0,34060.0,34220.0,34220.0,Sunday
2015-02-23,34200.0,34200.0,34410.0,34350.0,Monday
2015-02-24,34370.0,34290.0,34370.0,34340.0,Tuesday
2015-02-25,34350.0,34330.0,34450.0,34360.0,Wednesday
2015-02-26,34390.0,34300.0,34410.0,34350.0,Thursday
2015-02-27,34310.0,34310.0,34310.0,34310.0,Friday
2015-02-28,34290.0,34160.0,34330.0,34240.0,Saturday
2015-03-01,34260.0,34190.0,34280.0,34260.0,Sunday
2015-03-02,34250.0,34240.0,34290.0,34250.0,Monday
2015-03-03,34260.0,34070.0,34260.0,34170.0,Tuesday
2015-03-04,34180.0,34110.0,34200.0,34200.0,Wednesday
2015-03-05,34160.0,34130.0,34180.0,34130.0,Thursday
2015-03-06,34160.0,34130.0,34180.0,34130.0,Friday
2015-03-07,34120.0,33940.0,34120.0,33990.0,Saturday
2015-03-08,34020.0,33930.0,34060.0,34060.0,Sunday
2015-03-09,34050.0,33960.0,34060.0,33960.0,Monday
2015-03-10,33980.0,33820.0,33980.0,33840.0,Tuesday
2015-03-11,33800.0,33330.0,33800.0,33360.0,Wednesday
2015-03-12,33410.0,32960.0,33410.0,33240.0,Thursday
2015-03-13,33170.0,32950.0,33170.0,32990.0,Friday
2015-03-14,32960.0,32200.0,32960.0,32200.0,Saturday
2015-03-15,32180.0,31600.0,32670.0,32410.0,Sunday
2015-03-16,32440.0,32400.0,33150.0,32810.0,Monday
2015-03-17,32870.0,32870.0,33860.0,33530.0,Tuesday
2015-03-18,33530.0,33350.0,33760.0,33490.0,Wednesday
2015-03-19,33580.0,32950.0,33700.0,33380.0,Thursday
2015-03-20,33580.0,32950.0,33700.0,33380.0,Friday
2015-03-21,33580.0,32950.0,33700.0,33380.0,Saturday
2015-03-22,33580.0,32950.0,33700.0,33380.0,Sunday
2015-03-23,33560.0,33560.0,33560.0,33560.0,Monday
2015-03-24,33600.0,33600.0,33600.0,33600.0,Tuesday
2015-03-25,33560.0,33560.0,34280.0,33930.0,Wednesday
2015-03-26,33980.0,33890.0,34030.0,33930.0,Thursday
2015-03-27,33980.0,33890.0,34030.0,33930.0,Friday
2015-03-28,33810.0,32730.0,33810.0,32960.0,Saturday
2015-03-29,32970.0,32610.0,33180.0,33100.0,Sunday
2015-03-30,33110.0,32990.0,33340.0,33240.0,Monday
2015-03-31,33190.0,32880.0,33390.0,33070.0,Tuesday
2015-04-01,32890.0,32890.0,33300.0,33300.0,Wednesday
2015-04-02,33230.0,32250.0,33230.0,32350.0,Thursday
2015-04-03,32340.0,31710.0,32340.0,31880.0,Friday
2015-04-04,31850.0,31710.0,32700.0,32690.0,Saturday
2015-04-05,32760.0,32670.0,32990.0,32840.0,Sunday
2015-04-06,32820.0,32600.0,32890.0,32860.0,Monday
2015-04-07,32840.0,32840.0,33170.0,33140.0,Tuesday
2015-04-08,33170.0,32930.0,33330.0,32930.0,Wednesday
2015-04-09,32910.0,32860.0,33090.0,32900.0,Thursday
2015-04-10,32910.0,32860.0,33090.0,32900.0,Friday
2015-04-11,32950.0,32950.0,33560.0,33520.0,Saturday
2015-04-12,33570.0,33390.0,33850.0,33390.0,Sunday
2015-04-13,33420.0,33340.0,33580.0,33380.0,Monday
2015-04-14,33480.0,33270.0,33530.0,33450.0,Tuesday
2015-04-15,33440.0,33440.0,33710.0,33580.0,Wednesday
2015-04-16,33590.0,33450.0,33620.0,33480.0,Thursday
2015-04-17,33490.0,33420.0,33490.0,33420.0,Friday
2015-04-18,33440.0,33330.0,33450.0,33360.0,Saturday
2015-04-19,33340.0,33310.0,33440.0,33390.0,Sunday
2015-04-20,33450.0,33350.0,33450.0,33390.0,Monday
2015-04-21,33400.0,33370.0,33450.0,33390.0,Tuesday
2015-04-22,33380.0,33310.0,33390.0,33360.0,Wednesday
2015-04-23,33370.0,33310.0,33390.0,33330.0,Thursday
2015-04-24,33340.0,33330.0,33340.0,33330.0,Friday
2015-04-25,33320.0,33210.0,33340.0,33220.0,Saturday
2015-04-26,33200.0,33190.0,33350.0,33300.0,Sunday
2015-04-27,33340.0,33340.0,33430.0,33350.0,Monday
2015-04-28,33360.0,33310.0,33390.0,33380.0,Tuesday
2015-04-29,33390.0,33340.0,33410.0,33360.0,Wednesday
2015-04-30,33370.0,33330.0,33400.0,33390.0,Thursday
2015-05-01,33400.0,33390.0,33400.0,33390.0,Friday
2015-05-02,33400.0,33390.0,33400.0,33390.0,Saturday
2015-05-03,33410.0,33350.0,33430.0,33390.0,Sunday
2015-05-04,33400.0,33250.0,33400.0,33250.0,Monday
2015-05-05,33230.0,33170.0,33270.0,33270.0,Tuesday
2015-05-06,33250.0,33190.0,33320.0,33300.0,Wednesday
2015-05-07,33310.0,33280.0,33320.0,33290.0,Thursday
2015-05-08,33300.0,33300.0,33300.0,33300.0,Friday
2015-05-09,33290.0,33210.0,33300.0,33210.0,Saturday
2015-05-10,33220.0,33140.0,33220.0,33180.0,Sunday
2015-05-11,33170.0,33110.0,33190.0,33160.0,Monday
2015-05-12,33120.0,33070.0,33170.0,33160.0,Tuesday
2015-05-13,33180.0,33150.0,33270.0,33190.0,Wednesday
2015-05-14,33180.0,33170.0,33200.0,33200.0,Thursday
2015-05-15,33190.0,33190.0,33190.0,33190.0,Friday
2015-05-16,33200.0,33190.0,33200.0,33190.0,Saturday
2015-05-17,33150.0,33090.0,33160.0,33100.0,Sunday
2015-05-18,33040.0,33040.0,33080.0,33070.0,Monday
2015-05-19,33060.0,32980.0,33080.0,32980.0,Tuesday
2015-05-20,32990.0,32770.0,33020.0,32830.0,Wednesday
2015-05-21,32940.0,32850.0,33050.0,32850.0,Thursday
2015-05-22,32940.0,32850.0,33050.0,32850.0,Friday
2015-05-23,32960.0,32960.0,33100.0,32970.0,Saturday
2015-05-24,33000.0,32950.0,33050.0,32950.0,Sunday
2015-05-25,33070.0,32930.0,33130.0,32930.0,Monday
2015-05-26,33110.0,33000.0,33150.0,33000.0,Tuesday
2015-05-27,33070.0,33000.0,33150.0,33000.0,Wednesday
2015-05-28,33100.0,32980.0,33220.0,32980.0,Thursday
2015-05-29,33100.0,32980.0,33220.0,32980.0,Friday
2015-05-30,33100.0,33080.0,33320.0,33080.0,Saturday
2015-05-31,33200.0,33160.0,33320.0,33190.0,Sunday
2015-06-01,33200.0,33100.0,33210.0,33130.0,Monday
2015-06-02,33160.0,33100.0,33220.0,33130.0,Tuesday
2015-06-03,33160.0,33100.0,33220.0,33130.0,Wednesday
2015-06-04,33160.0,33100.0,33220.0,33130.0,Thursday
2015-06-05,33160.0,33100.0,33220.0,33130.0,Friday
2015-06-06,33180.0,33110.0,33230.0,33110.0,Saturday
2015-06-07,33130.0,33070.0,33130.0,33080.0,Sunday
2015-06-08,33140.0,33100.0,33160.0,33100.0,Monday
2015-06-09,33110.0,33080.0,33160.0,33080.0,Tuesday
2015-06-10,33120.0,33080.0,33170.0,33080.0,Wednesday
2015-06-11,33100.0,33050.0,33110.0,33050.0,Thursday
2015-06-12,33100.0,33050.0,33110.0,33050.0,Friday
2015-06-13,33080.0,33040.0,33100.0,33040.0,Saturday
2015-06-14,33020.0,32920.0,33020.0,32920.0,Sunday
2015-06-15,32910.0,32820.0,32910.0,32820.0,Monday
2015-06-16,32750.0,32690.0,32850.0,32850.0,Tuesday
2015-06-17,32860.0,32820.0,32920.0,32850.0,Wednesday
2015-06-18,32840.0,32780.0,32840.0,32780.0,Thursday
2015-06-19,32840.0,32780.0,32840.0,32780.0,Friday
2015-06-20,32790.0,32700.0,32790.0,32710.0,Saturday
2015-06-21,32730.0,32680.0,32770.0,32720.0,Sunday
2015-06-22,32650.0,32600.0,32670.0,32620.0,Monday
2015-06-23,32630.0,32580.0,32660.0,32660.0,Tuesday
2015-06-24,32680.0,32660.0,32850.0,32750.0,Wednesday
2015-06-25,32850.0,32750.0,32880.0,32750.0,Thursday
2015-06-26,32850.0,32750.0,32880.0,32750.0,Friday
2015-06-27,32860.0,32860.0,33070.0,33030.0,Saturday
2015-06-28,33080.0,33000.0,33380.0,33000.0,Sunday
2015-06-29,33170.0,33000.0,33330.0,33000.0,Monday
2015-06-30,32980.0,32870.0,33110.0,32990.0,Tuesday
2015-07-01,33230.0,33090.0,33330.0,33090.0,Wednesday
2015-07-02,33040.0,32940.0,33060.0,32950.0,Thursday
2015-07-03,33040.0,32940.0,33060.0,32950.0,Friday
2015-07-04,33020.0,33000.0,33180.0,33040.0,Saturday
2015-07-05,33130.0,32900.0,33130.0,32950.0,Sunday
2015-07-06,32970.0,32700.0,32970.0,32720.0,Monday
2015-07-07,32560.0,32420.0,32690.0,32480.0,Tuesday
2015-07-08,32560.0,32420.0,32690.0,32480.0,Wednesday
2015-07-09,32500.0,32380.0,32560.0,32380.0,Thursday
2015-07-10,32500.0,32380.0,32560.0,32380.0,Friday
2015-07-11,32440.0,32440.0,32590.0,32490.0,Saturday
2015-07-12,32580.0,32450.0,32590.0,32500.0,Sunday
2015-07-13,32270.0,32120.0,32270.0,32140.0,Monday
2015-07-14,32050.0,31780.0,32170.0,32160.0,Tuesday
2015-07-15,32350.0,32180.0,32620.0,32180.0,Wednesday
2015-07-16,32490.0,32190.0,32490.0,32300.0,Thursday
2015-07-17,32490.0,32190.0,32490.0,32300.0,Friday
2015-07-18,32490.0,32190.0,32490.0,32300.0,Saturday
2015-07-19,32490.0,32190.0,32490.0,32300.0,Sunday
2015-07-20,32320.0,32290.0,32370.0,32300.0,Monday
2015-07-21,32250.0,32200.0,32420.0,32350.0,Tuesday
2015-07-22,32530.0,32380.0,32620.0,32390.0,Wednesday
2015-07-23,32530.0,32380.0,32560.0,32380.0,Thursday
2015-07-24,32530.0,32380.0,32560.0,32380.0,Friday
2015-07-25,32770.0,32570.0,32950.0,32570.0,Saturday
2015-07-26,33030.0,32570.0,33180.0,32950.0,Sunday
2015-07-27,32990.0,32860.0,33000.0,32900.0,Monday
2015-07-28,33030.0,32980.0,33090.0,32980.0,Tuesday
2015-07-29,33080.0,32990.0,33100.0,33030.0,Wednesday
2015-07-30,33050.0,33000.0,33070.0,33000.0,Thursday
2015-07-31,33050.0,33000.0,33070.0,33000.0,Friday
2015-08-01,33080.0,33060.0,33200.0,33140.0,Saturday
2015-08-02,33220.0,33120.0,33270.0,33150.0,Sunday
2015-08-03,33200.0,33130.0,33220.0,33160.0,Monday
2015-08-04,33250.0,33220.0,33330.0,33240.0,Tuesday
2015-08-05,33250.0,33250.0,33320.0,33270.0,Wednesday
2015-08-06,33300.0,33250.0,33400.0,33250.0,Thursday
2015-08-07,33300.0,33250.0,33400.0,33250.0,Friday
2015-08-08,33400.0,33380.0,33600.0,33380.0,Saturday
2015-08-09,33500.0,33300.0,33510.0,33390.0,Sunday
2015-08-10,33380.0,33360.0,33490.0,33360.0,Monday
2015-08-11,33380.0,33360.0,33490.0,33360.0,Tuesday
2015-08-12,33440.0,33360.0,33590.0,33460.0,Wednesday
2015-08-13,33600.0,33450.0,33680.0,33450.0,Thursday
2015-08-14,33600.0,33450.0,33680.0,33450.0,Friday
2015-08-15,33580.0,33400.0,33640.0,33400.0,Saturday
2015-08-16,33410.0,33390.0,33470.0,33410.0,Sunday
2015-08-17,33480.0,33410.0,33580.0,33410.0,Monday
2015-08-18,33450.0,33450.0,33710.0,33550.0,Tuesday
2015-08-19,33590.0,33460.0,33620.0,33460.0,Wednesday
2015-08-20,33580.0,33490.0,33600.0,33490.0,Thursday
2015-08-21,33580.0,33490.0,33600.0,33490.0,Friday
2015-08-22,33500.0,33480.0,33630.0,33480.0,Saturday
2015-08-23,33660.0,33500.0,33720.0,33500.0,Sunday
2015-08-24,33680.0,33550.0,33760.0,33550.0,Monday
2015-08-25,33730.0,33580.0,33810.0,33650.0,Tuesday
2015-08-26,33860.0,33630.0,34070.0,33630.0,Wednesday
2015-08-27,33690.0,33550.0,34000.0,33550.0,Thursday
2015-08-28,33690.0,33550.0,34000.0,33550.0,Friday
2015-08-29,33870.0,33590.0,33930.0,33590.0,Saturday
2015-08-30,33780.0,33670.0,33890.0,33670.0,Sunday
2015-08-31,34020.0,33770.0,34100.0,33770.0,Monday
2015-09-01,34030.0,33960.0,34120.0,34000.0,Tuesday
2015-09-02,34160.0,33980.0,34160.0,33980.0,Wednesday
2015-09-03,34000.0,33850.0,34050.0,33850.0,Thursday
2015-09-04,34000.0,33850.0,34050.0,33850.0,Friday
2015-09-05,34120.0,33830.0,34120.0,33830.0,Saturday
2015-09-06,33920.0,33920.0,34270.0,33970.0,Sunday
2015-09-07,34220.0,33890.0,34270.0,33890.0,Monday
2015-09-08,34150.0,33830.0,34370.0,33830.0,Tuesday
2015-09-09,34220.0,33830.0,34320.0,33850.0,Wednesday
2015-09-10,33920.0,33850.0,34300.0,33850.0,Thursday
2015-09-11,33920.0,33850.0,34300.0,33850.0,Friday
2015-09-12,34370.0,33900.0,34500.0,33900.0,Saturday
2015-09-13,34040.0,33980.0,34560.0,33980.0,Sunday
2015-09-14,34130.0,34130.0,34750.0,34200.0,Monday
2015-09-15,34340.0,33950.0,34920.0,33950.0,Tuesday
2015-09-16,34510.0,33930.0,34510.0,33930.0,Wednesday
2015-09-17,33990.0,33850.0,33990.0,33850.0,Thursday
2015-09-18,33990.0,33850.0,33990.0,33850.0,Friday
2015-09-19,33980.0,33850.0,34000.0,33850.0,Saturday
2015-09-20,34020.0,33830.0,34040.0,33830.0,Sunday
2015-09-21,33820.0,33720.0,33820.0,33720.0,Monday
2015-09-22,34020.0,33880.0,34080.0,33880.0,Tuesday
